,gene,cluster_id,baseMean,logFC,lfcSE,stat,p_val,p_adj.loc,p_adj.glb,contrast
2712,KTN1-AS1,Oligodendrocytes,44.9,-0.157,0.22,-0.713,0.476,0.794,0.847,PD
2713,RP11-930O11.1,Oligodendrocytes,8.49,-0.0463,0.533,-0.0869,0.931,0.983,0.987,PD
2714,RP11-517O13.1,Oligodendrocytes,22.6,0.356,0.377,0.944,0.345,0.727,0.769,PD
2715,RP11-16B13.1,Oligodendrocytes,49,-0.247,0.311,-0.794,0.427,0.776,0.822,PD
2716,HIF1A-AS2,Oligodendrocytes,44.9,0.341,0.521,0.655,0.513,0.817,0.868,PD
2717,CTD-2555O16.2,Oligodendrocytes,101,0.131,0.234,0.559,0.576,0.858,0.892,PD
2718,RP11-973N13.4,Oligodendrocytes,24.4,0.676,0.552,1.22,0.221,0.61,0.668,PD
2719,RP11-973N13.3,Oligodendrocytes,11.7,-0.486,0.395,-1.23,0.219,0.607,0.666,PD
2720,CTD-2509G16.5,Oligodendrocytes,9.49,0.669,0.437,1.53,0.126,0.472,0.527,PD
2721,RP11-72M17.1,Oligodendrocytes,103,-1.54,0.391,-3.95,7.82E-05,0.00683,0.00864,PD
2722,CTD-2325P2.4,Oligodendrocytes,9.66,0.399,0.485,0.822,0.411,0.765,0.81,PD
2723,RP11-363J20.1,Oligodendrocytes,14.8,0.607,0.412,1.47,0.141,0.491,0.547,PD
2724,RP11-486O13.4,Oligodendrocytes,122,0.161,0.217,0.742,0.458,0.785,0.836,PD
2725,RP1-261D10.2,Oligodendrocytes,15.6,-1.8,0.438,-4.12,3.84E-05,0.00571,0.00562,PD
2726,RP3-514A23.2,Oligodendrocytes,8.91,-0.204,0.511,-0.398,0.69,0.908,0.931,PD
2727,RP3-414A15.2,Oligodendrocytes,45.6,0.488,0.296,1.65,0.0994,0.427,0.472,PD
2728,RP5-1021I20.1,Oligodendrocytes,10.9,-1.28,0.678,-1.89,0.0594,0.333,0.377,PD
2729,RP5-1021I20.5,Oligodendrocytes,57.5,0.698,0.206,3.39,0.000707,0.0285,0.0311,PD
2730,RP11-950C14.3,Oligodendrocytes,14.9,0.367,0.323,1.14,0.256,0.646,0.697,PD
2731,RP11-950C14.7,Oligodendrocytes,12.8,-0.28,0.45,-0.623,0.533,0.83,0.874,PD
2732,RP11-270M14.4,Oligodendrocytes,25.6,0.252,0.464,0.542,0.588,0.863,0.897,PD
2733,RP11-187O7.3,Oligodendrocytes,171,-0.476,0.343,-1.39,0.165,0.534,0.589,PD
2734,RP11-99E15.2,Oligodendrocytes,169,-0.435,0.25,-1.74,0.0816,0.396,0.44,PD
2735,RP11-488C13.5,Oligodendrocytes,35.2,0.135,0.386,0.35,0.727,0.919,0.94,PD
2736,RP11-242P2.1,Oligodendrocytes,18.9,0.58,0.548,1.06,0.291,0.683,0.729,PD
2737,DIO2-AS1,Oligodendrocytes,12.2,0.545,0.507,1.07,0.282,0.675,0.719,PD
2738,RP11-406A9.2,Oligodendrocytes,15,-0.306,0.475,-0.643,0.52,0.82,0.87,PD
2739,CTD-2341M24.1,Oligodendrocytes,203,-0.0372,0.298,-0.125,0.901,0.969,0.982,PD
2740,DICER1-AS1,Oligodendrocytes,162,-0.188,0.257,-0.732,0.464,0.79,0.84,PD
2741,SNHG10,Oligodendrocytes,15.5,-0.11,0.429,-0.257,0.797,0.941,0.96,PD
2742,RP11-433J8.1,Oligodendrocytes,8.6,-0.917,0.472,-1.94,0.0518,0.313,0.359,PD
2743,RP11-543C4.1,Oligodendrocytes,25.1,-0.266,0.358,-0.744,0.457,0.785,0.835,PD
2744,RP11-638I2.4,Oligodendrocytes,37.9,-0.47,0.502,-0.936,0.349,0.729,0.772,PD
2745,RP11-1029J19.5,Oligodendrocytes,7.46,-1.87,0.55,-3.41,0.000661,0.0273,0.0292,PD
2746,RP11-1017G21.5,Oligodendrocytes,8.27,0.204,0.437,0.465,0.642,0.883,0.916,PD
2747,RP11-365N19.2,Oligodendrocytes,12.9,1.11,0.525,2.12,0.0342,0.254,0.303,PD
2748,RP11-894P9.1,Oligodendrocytes,19.7,0.815,0.81,1.01,0.314,0.701,0.746,PD
2749,RP11-173D3.1,Oligodendrocytes,80.7,-0.0963,0.381,-0.253,0.8,0.941,0.96,PD
2750,RP11-403B2.7,Oligodendrocytes,19.7,0.633,0.594,1.07,0.286,0.678,0.723,PD
2751,RP11-32B5.7,Oligodendrocytes,9.63,1.37,0.726,1.88,0.0597,0.334,0.378,PD
2752,RP11-580I1.1,Oligodendrocytes,19.6,0.154,0.733,0.21,0.834,0.947,0.969,PD
2753,RP11-580I1.2,Oligodendrocytes,146,1.27,0.662,1.91,0.0558,0.325,0.368,PD
2754,RP11-107D24.2,Oligodendrocytes,12.3,0.795,0.841,0.946,0.344,0.727,0.768,PD
2755,PWRN3,Oligodendrocytes,79.3,0.322,0.911,0.354,0.723,0.917,0.939,PD
2756,PWRN1,Oligodendrocytes,762,0.463,0.531,0.872,0.383,0.748,0.794,PD
2757,PWAR6,Oligodendrocytes,234,0.0413,0.245,0.169,0.866,0.963,0.977,PD
2758,RP11-932O9.9,Oligodendrocytes,10.4,-0.0854,0.565,-0.151,0.88,0.964,0.979,PD
2759,RP11-932O9.7,Oligodendrocytes,20.5,-0.414,0.325,-1.27,0.202,0.587,0.643,PD
2760,RP11-16E12.1,Oligodendrocytes,29,-0.278,0.347,-0.801,0.423,0.773,0.818,PD
2761,RP11-1000B6.3,Oligodendrocytes,432,-0.251,0.206,-1.22,0.223,0.613,0.67,PD
2762,RP11-1000B6.8,Oligodendrocytes,68.1,-0.411,0.285,-1.44,0.15,0.508,0.563,PD
2763,RP11-3D4.2,Oligodendrocytes,13.7,0.479,0.392,1.22,0.222,0.611,0.669,PD
2764,RP11-323I15.5,Oligodendrocytes,216,-0.637,0.251,-2.54,0.0111,0.137,0.167,PD
2765,DPH6-AS1,Oligodendrocytes,522,0.256,0.161,1.59,0.112,0.447,0.496,PD
2766,RP11-16L14.2,Oligodendrocytes,7.4,0.301,0.551,0.547,0.585,0.863,0.896,PD
2767,RP11-128A17.1,Oligodendrocytes,14.1,-0.157,0.36,-0.436,0.663,0.894,0.922,PD
2768,RP11-720L8.1,Oligodendrocytes,33,0.138,0.424,0.326,0.744,0.921,0.944,PD
2769,RP11-1008C21.1,Oligodendrocytes,10.1,-0.0788,0.575,-0.137,0.891,0.964,0.98,PD
2770,RP11-346D14.1,Oligodendrocytes,117,-0.00306,0.389,-0.00785,0.994,0.996,0.998,PD
2771,SRP14-AS1,Oligodendrocytes,76.6,0.269,0.295,0.911,0.362,0.739,0.783,PD
2772,RP11-111A22.1,Oligodendrocytes,7.42,0.148,0.558,0.264,0.791,0.94,0.958,PD
2773,RP11-540O11.6,Oligodendrocytes,10.5,0.276,0.616,0.448,0.654,0.89,0.919,PD
2774,RP11-516C1.1,Oligodendrocytes,29.4,0.59,0.365,1.62,0.105,0.439,0.485,PD
2775,EIF3J-AS1,Oligodendrocytes,111,0.516,0.246,2.1,0.0359,0.259,0.306,PD
2776,PATL2,Oligodendrocytes,12.1,0.0238,0.487,0.0489,0.961,0.988,0.991,PD
2777,RP11-519G16.2,Oligodendrocytes,10.8,-0.9,0.433,-2.08,0.0378,0.266,0.314,PD
2778,CTD-2651B20.3,Oligodendrocytes,27.8,-1.22,0.726,-1.69,0.0918,0.415,0.459,PD
2779,GATM-AS1,Oligodendrocytes,33.7,0.318,0.304,1.05,0.295,0.689,0.732,PD
2780,RP11-519G16.3,Oligodendrocytes,12.7,0.966,0.407,2.37,0.0176,0.179,0.213,PD
2781,RP11-154J22.1,Oligodendrocytes,9.35,-0.394,0.411,-0.96,0.337,0.724,0.763,PD
2782,GABPB1-AS1,Oligodendrocytes,603,0.0321,0.316,0.102,0.919,0.979,0.985,PD
2783,CTD-2378E12.1,Oligodendrocytes,89.9,-0.00698,0.238,-0.0293,0.977,0.99,0.994,PD
2784,RP11-707P17.1,Oligodendrocytes,230,0.759,0.344,2.21,0.0274,0.223,0.267,PD
2785,RP11-1129I3.1,Oligodendrocytes,69.9,1.66,0.438,3.79,0.000148,0.0111,0.0124,PD
2786,RP11-30K9.6,Oligodendrocytes,9.55,0.135,0.461,0.292,0.77,0.936,0.953,PD
2787,RORA-AS1,Oligodendrocytes,267,0.0482,0.191,0.253,0.8,0.941,0.96,PD
2788,RP11-16B9.1,Oligodendrocytes,47.5,0.618,0.476,1.3,0.194,0.574,0.633,PD
2789,USP3-AS1,Oligodendrocytes,46.8,-0.823,0.229,-3.59,0.00033,0.0182,0.0192,PD
2790,RP11-317G6.1,Oligodendrocytes,13.2,0.0248,0.513,0.0484,0.961,0.988,0.991,PD
2791,RP11-653J6.1,Oligodendrocytes,30.2,0.484,0.288,1.68,0.0927,0.415,0.46,PD
2792,IQCH-AS1,Oligodendrocytes,42.8,-0.183,0.272,-0.672,0.502,0.808,0.862,PD
2793,DRAIC,Oligodendrocytes,65.6,-0.117,0.25,-0.468,0.639,0.882,0.915,PD
2794,RP11-96C21.2,Oligodendrocytes,10.1,1.11,0.435,2.56,0.0104,0.132,0.159,PD
2795,THSD4-AS1,Oligodendrocytes,168,0.221,0.305,0.724,0.469,0.792,0.842,PD
2796,RP11-390D11.1,Oligodendrocytes,11.9,0.578,0.67,0.862,0.389,0.752,0.797,PD
2797,RP11-106M3.3,Oligodendrocytes,37.4,0.0385,0.451,0.0853,0.932,0.984,0.987,PD
2798,RP11-1007O24.3,Oligodendrocytes,87.7,0.437,0.193,2.26,0.0238,0.207,0.249,PD
2799,UBL7-AS1,Oligodendrocytes,27.9,0.0765,0.305,0.251,0.802,0.941,0.961,PD
2800,RP11-10O17.3,Oligodendrocytes,32.8,-0.0844,0.292,-0.289,0.773,0.936,0.953,PD
2801,RP11-16K12.1,Oligodendrocytes,31.3,-0.0382,0.55,-0.0694,0.945,0.988,0.99,PD
2802,RP11-210M15.2,Oligodendrocytes,118,-0.497,0.227,-2.19,0.0284,0.227,0.271,PD
2803,RP11-351M8.2,Oligodendrocytes,127,-0.0865,0.235,-0.368,0.713,0.913,0.936,PD
2804,TMC3-AS1,Oligodendrocytes,30.7,0.0966,0.358,0.27,0.787,0.94,0.957,PD
2805,CTD-2034I4.1,Oligodendrocytes,12.3,-0.485,0.416,-1.16,0.244,0.631,0.686,PD
2806,RP11-499F3.2,Oligodendrocytes,34.2,-1.15,0.668,-1.73,0.0842,0.399,0.444,PD
2807,RP11-379H8.1,Oligodendrocytes,53.7,-0.0195,0.657,-0.0297,0.976,0.99,0.994,PD
2808,CPEB1-AS1,Oligodendrocytes,237,0.15,0.193,0.778,0.436,0.778,0.825,PD
2809,RP11-752G15.8,Oligodendrocytes,12.1,-0.764,0.417,-1.83,0.0668,0.352,0.401,PD
2810,SNHG21,Oligodendrocytes,25.2,0.366,0.357,1.02,0.306,0.695,0.74,PD
2811,RP11-382A20.5,Oligodendrocytes,16.2,0.529,0.457,1.16,0.247,0.633,0.689,PD
2812,RP11-382A20.4,Oligodendrocytes,25.7,-0.1,0.305,-0.328,0.743,0.921,0.944,PD
2813,RP11-182J1.18,Oligodendrocytes,41.5,-0.312,0.282,-1.1,0.27,0.664,0.71,PD
2814,RP11-648K4.2,Oligodendrocytes,7.74,0.914,0.462,1.98,0.048,0.299,0.349,PD
2815,RP11-326A19.4,Oligodendrocytes,13,-0.215,0.453,-0.475,0.634,0.882,0.913,PD
2816,MIR9-3HG,Oligodendrocytes,10.4,-0.157,0.422,-0.373,0.709,0.913,0.936,PD
2817,RP11-617F23.1,Oligodendrocytes,39.5,-0.831,0.366,-2.27,0.0233,0.205,0.246,PD
2818,CTD-2315E11.1,Oligodendrocytes,41.2,-0.0295,0.379,-0.0779,0.938,0.984,0.988,PD
2819,CRTC3-AS1,Oligodendrocytes,47.7,-0.564,0.28,-2.02,0.0436,0.286,0.331,PD
2820,CRAT37,Oligodendrocytes,8.3,1.63,0.568,2.88,0.00401,0.072,0.0892,PD
2821,RP11-152L20.3,Oligodendrocytes,42.8,0.65,0.468,1.39,0.165,0.534,0.589,PD
2822,LINC00923,Oligodendrocytes,23.8,-0.47,0.481,-0.978,0.328,0.715,0.757,PD
2823,RP11-654A16.3,Oligodendrocytes,21.4,-0.0113,0.312,-0.0363,0.971,0.988,0.992,PD
2824,RP11-6O2.3,Oligodendrocytes,33.5,0.929,0.34,2.74,0.00623,0.0953,0.119,PD
2825,RP11-526I2.5,Oligodendrocytes,21.5,0.0597,0.666,0.0898,0.928,0.982,0.986,PD
2826,RP11-66B24.2,Oligodendrocytes,38.3,0.443,0.264,1.68,0.0935,0.416,0.462,PD
2827,RP11-66B24.1,Oligodendrocytes,79.5,-0.121,0.358,-0.339,0.735,0.921,0.943,PD
2828,RP11-505E24.2,Oligodendrocytes,19.1,1.16,0.45,2.58,0.00982,0.129,0.155,PD
2829,RP11-299G20.2,Oligodendrocytes,18.9,0.37,0.466,0.795,0.426,0.776,0.822,PD
2830,CAPN15,Oligodendrocytes,30.8,0.338,0.283,1.19,0.233,0.622,0.677,PD
2831,LA16c-349E10.1,Oligodendrocytes,14.1,-0.0816,0.343,-0.238,0.812,0.942,0.963,PD
2832,LMF1-AS1,Oligodendrocytes,46.2,1.02,0.474,2.14,0.0321,0.245,0.293,PD
2833,SNHG9,Oligodendrocytes,67.3,0.381,0.483,0.789,0.43,0.777,0.824,PD
2834,SNHG19,Oligodendrocytes,29.8,0.0239,0.376,0.0636,0.949,0.988,0.991,PD
2835,RP11-20I23.13,Oligodendrocytes,9.8,0.588,0.458,1.28,0.2,0.585,0.64,PD
2836,RP11-20I23.6,Oligodendrocytes,34.6,-0.0304,0.502,-0.0604,0.952,0.988,0.991,PD
2837,SRRM2-AS1,Oligodendrocytes,15,-0.694,0.382,-1.82,0.0695,0.357,0.406,PD
2838,CTD-2270P14.5,Oligodendrocytes,10.5,-0.125,0.47,-0.266,0.791,0.94,0.958,PD
2839,LA16c-321D4.2,Oligodendrocytes,8.17,0.182,0.53,0.343,0.732,0.921,0.943,PD
2840,MMP25-AS1,Oligodendrocytes,9.88,0.244,0.507,0.481,0.63,0.882,0.913,PD
2841,ZNF213-AS1,Oligodendrocytes,41.3,-0.254,0.236,-1.08,0.282,0.675,0.718,PD
2842,RP11-165E7.1,Oligodendrocytes,22,0.278,0.363,0.768,0.443,0.782,0.828,PD
2843,RP11-10K17.6,Oligodendrocytes,48.6,-0.239,0.257,-0.93,0.352,0.729,0.775,PD
2844,RP11-243A14.1,Oligodendrocytes,43.9,-0.266,0.341,-0.78,0.435,0.777,0.824,PD
2845,RP11-418I22.2,Oligodendrocytes,27.9,-0.268,0.354,-0.756,0.449,0.782,0.831,PD
2846,RP11-418I22.3,Oligodendrocytes,38.9,0.215,0.332,0.647,0.518,0.82,0.87,PD
2847,RP11-66H6.3,Oligodendrocytes,10.8,0.494,0.608,0.812,0.417,0.768,0.813,PD
2848,RP11-396B14.2,Oligodendrocytes,33,-0.286,0.352,-0.811,0.418,0.768,0.813,PD
2849,RP11-166B2.8,Oligodendrocytes,101,0.0894,0.186,0.479,0.632,0.882,0.913,PD
2850,CTD-3037G24.3,Oligodendrocytes,11.2,0.348,0.492,0.707,0.48,0.794,0.85,PD
2851,CTD-2583P5.1,Oligodendrocytes,10.1,0.368,0.713,0.516,0.606,0.869,0.904,PD
2852,MIR193BHG,Oligodendrocytes,39.8,0.23,0.367,0.627,0.531,0.828,0.873,PD
2853,AF001548.5,Oligodendrocytes,61.1,-0.225,0.294,-0.764,0.445,0.782,0.828,PD
2854,RP11-626G11.5,Oligodendrocytes,10.7,0.913,0.611,1.5,0.135,0.486,0.54,PD
2855,RP11-626G11.1,Oligodendrocytes,10.4,0.0458,0.454,0.101,0.92,0.979,0.985,PD
2856,CTD-2380F24.1,Oligodendrocytes,11.1,0.643,0.6,1.07,0.284,0.676,0.72,PD
2857,AC004381.7,Oligodendrocytes,7.28,-1.29,0.549,-2.35,0.0188,0.184,0.219,PD
2858,LINC01567,Oligodendrocytes,7.62,0.663,0.571,1.16,0.245,0.631,0.687,PD
2859,CTD-2515A14.1,Oligodendrocytes,16.8,0.698,0.444,1.57,0.116,0.453,0.505,PD
2860,RP11-266L9.5,Oligodendrocytes,11.9,-0.196,0.414,-0.472,0.637,0.882,0.914,PD
2861,CTD-2547G23.4,Oligodendrocytes,30.5,0.19,0.309,0.614,0.539,0.834,0.877,PD
2862,FLJ21408,Oligodendrocytes,56.8,0.035,0.278,0.126,0.9,0.968,0.982,PD
2863,CTD-2049O4.1,Oligodendrocytes,420,-0.181,0.218,-0.829,0.407,0.765,0.808,PD
2864,RP11-22P6.2,Oligodendrocytes,21.5,-0.139,0.342,-0.407,0.684,0.904,0.929,PD
2865,RP11-426C22.5,Oligodendrocytes,155,-0.0128,0.34,-0.0377,0.97,0.988,0.992,PD
2866,RP11-455F5.3,Oligodendrocytes,19.6,0.091,0.295,0.309,0.757,0.931,0.948,PD
2867,AC002310.12,Oligodendrocytes,13.9,1.25,0.381,3.28,0.00104,0.0351,0.0401,PD
2868,RP11-146F11.5,Oligodendrocytes,20.1,-0.257,0.308,-0.836,0.403,0.762,0.806,PD
2869,RP11-146F11.1,Oligodendrocytes,12.2,0.306,0.406,0.754,0.451,0.782,0.832,PD
2870,MIR762HG,Oligodendrocytes,34.6,0.0436,0.277,0.157,0.875,0.964,0.979,PD
2871,FBXL19-AS1,Oligodendrocytes,16.4,1.9,0.536,3.55,0.000383,0.0192,0.0209,PD
2872,RP11-196G11.2,Oligodendrocytes,186,0.514,0.271,1.9,0.0579,0.33,0.373,PD
2873,RP11-452L6.1,Oligodendrocytes,65.3,0.125,0.205,0.61,0.542,0.834,0.877,PD
2874,RP11-452L6.7,Oligodendrocytes,8.26,-0.174,0.442,-0.393,0.694,0.908,0.932,PD
2875,RP11-19N8.4,Oligodendrocytes,12.4,0.561,0.42,1.34,0.182,0.56,0.615,PD
2876,RP11-23E10.3,Oligodendrocytes,17.9,-0.0532,0.388,-0.137,0.891,0.964,0.98,PD
2877,RP11-488I20.8,Oligodendrocytes,7.55,1.18,0.705,1.67,0.0951,0.419,0.462,PD
2878,RP11-169E6.1,Oligodendrocytes,9.39,-0.399,0.419,-0.954,0.34,0.724,0.765,PD
2879,RP11-883G14.1,Oligodendrocytes,10.8,0.685,0.45,1.52,0.128,0.475,0.529,PD
2880,CTD-2034I21.1,Oligodendrocytes,91,0.188,0.519,0.362,0.717,0.915,0.938,PD
2881,RP11-437L7.1,Oligodendrocytes,17.9,0.0256,0.46,0.0557,0.956,0.988,0.991,PD
2882,CRNDE,Oligodendrocytes,109,0.414,0.302,1.37,0.17,0.546,0.6,PD
2883,RP11-461O7.1,Oligodendrocytes,65.8,-0.111,0.234,-0.475,0.635,0.882,0.913,PD
2884,RP11-413H22.3,Oligodendrocytes,9.84,-0.153,0.413,-0.371,0.711,0.913,0.936,PD
2885,RP11-343H19.1,Oligodendrocytes,18.7,-0.593,0.319,-1.86,0.0626,0.342,0.388,PD
2886,RP11-459F6.3,Oligodendrocytes,18.4,-0.176,0.372,-0.474,0.635,0.882,0.913,PD
2887,RP11-410D17.2,Oligodendrocytes,183,-0.0198,0.154,-0.128,0.898,0.968,0.982,PD
2888,LINC00920,Oligodendrocytes,10.1,-0.997,0.522,-1.91,0.056,0.325,0.368,PD
2889,RP11-63M22.2,Oligodendrocytes,11.6,1.08,0.416,2.61,0.00917,0.123,0.149,PD
2890,RP11-297D21.4,Oligodendrocytes,128,0.238,0.249,0.958,0.338,0.724,0.763,PD
2891,CTD-2012K14.6,Oligodendrocytes,23.9,0.0726,0.379,0.192,0.848,0.956,0.972,PD
2892,RP11-615I2.6,Oligodendrocytes,9.16,0.853,0.454,1.88,0.0604,0.335,0.379,PD
2893,CTD-2033A16.3,Oligodendrocytes,47.8,0.566,0.374,1.51,0.13,0.478,0.532,PD
2894,RP11-296I10.3,Oligodendrocytes,19.9,0.607,0.736,0.825,0.409,0.765,0.809,PD
2895,LINC01572,Oligodendrocytes,196,-0.252,0.241,-1.05,0.295,0.689,0.732,PD
2896,AC004158.3,Oligodendrocytes,258,0.201,0.286,0.705,0.481,0.794,0.851,PD
2897,RP5-991G20.1,Oligodendrocytes,71.9,-0.0848,0.256,-0.332,0.74,0.921,0.944,PD
2898,AC009120.4,Oligodendrocytes,254,-1.02,0.229,-4.48,7.63E-06,0.00238,0.00209,PD
2899,RP11-77K12.9,Oligodendrocytes,18.4,-0.37,0.397,-0.932,0.351,0.729,0.774,PD
2900,RP11-77K12.4,Oligodendrocytes,39.3,0.284,0.416,0.682,0.495,0.803,0.859,PD
2901,RP11-150D5.2,Oligodendrocytes,30.3,-0.113,0.44,-0.256,0.798,0.941,0.96,PD
2902,CTD-2336H13.2,Oligodendrocytes,58.7,0.215,0.434,0.495,0.621,0.878,0.91,PD
2903,RP11-525K10.3,Oligodendrocytes,74.6,-0.824,0.369,-2.23,0.0257,0.215,0.257,PD
2904,PRCAT47,Oligodendrocytes,13,-0.00197,0.487,-0.00404,0.997,0.997,0.999,PD
2905,RP11-55K13.1,Oligodendrocytes,10.9,0.0551,0.389,0.142,0.887,0.964,0.98,PD
2906,RP11-510J16.5,Oligodendrocytes,12.6,0.153,0.511,0.299,0.765,0.933,0.951,PD
2907,RP11-298D21.3,Oligodendrocytes,12.1,0.464,0.524,0.886,0.376,0.748,0.792,PD
2908,RP11-298D21.1,Oligodendrocytes,1080,0.644,0.3,2.15,0.0317,0.243,0.291,PD
2909,RP11-863P13.3,Oligodendrocytes,17.2,1.08,0.463,2.34,0.0195,0.187,0.221,PD
2910,RP11-21B21.4,Oligodendrocytes,22.5,-0.291,0.33,-0.883,0.377,0.748,0.792,PD
2911,SNAI3-AS1,Oligodendrocytes,28.6,0.331,0.326,1.02,0.31,0.698,0.741,PD
2912,RP11-46C24.7,Oligodendrocytes,25.5,0.187,0.312,0.597,0.55,0.842,0.88,PD
2913,RP11-104N10.1,Oligodendrocytes,9.5,-0.168,0.433,-0.388,0.698,0.908,0.933,PD
2914,FAM157C,Oligodendrocytes,217,-0.454,0.308,-1.48,0.14,0.491,0.546,PD
2915,RP11-356C4.5,Oligodendrocytes,9.89,0.0895,0.62,0.144,0.885,0.964,0.98,PD
2916,AC137934.1,Oligodendrocytes,66.7,0.456,0.307,1.48,0.138,0.489,0.544,PD
2917,RP11-1228E12.2,Oligodendrocytes,18.7,-0.289,0.431,-0.671,0.503,0.809,0.863,PD
2918,RP5-1029F21.4,Oligodendrocytes,10.5,0.701,0.703,0.997,0.319,0.706,0.75,PD
2919,PITPNA-AS1,Oligodendrocytes,19.3,0.2,0.428,0.467,0.641,0.883,0.916,PD
2920,RP11-333E1.1,Oligodendrocytes,95.9,-0.109,0.211,-0.518,0.604,0.869,0.904,PD
2921,CTC-524C5.2,Oligodendrocytes,12.1,-0.178,0.464,-0.385,0.7,0.908,0.933,PD
2922,C17orf100,Oligodendrocytes,35.6,-0.54,0.404,-1.34,0.181,0.559,0.614,PD
2923,ALOX12-AS1,Oligodendrocytes,601,-0.00256,0.157,-0.0164,0.987,0.995,0.997,PD
2924,AC113189.5,Oligodendrocytes,13.7,0.766,0.446,1.72,0.0859,0.405,0.448,PD
2925,RP11-85B7.4,Oligodendrocytes,17.2,0.558,0.388,1.44,0.151,0.508,0.564,PD
2926,RP11-1096G20.5,Oligodendrocytes,23.5,-0.504,0.284,-1.78,0.0758,0.377,0.422,PD
2927,RP11-131K5.1,Oligodendrocytes,13.3,-1.01,0.65,-1.55,0.122,0.462,0.515,PD
2928,RP11-849N15.4,Oligodendrocytes,15.1,-0.74,0.353,-2.1,0.0361,0.259,0.306,PD
2929,SMCR5,Oligodendrocytes,12.7,-0.01,0.375,-0.0268,0.979,0.991,0.994,PD
2930,EPN2-AS1,Oligodendrocytes,27.9,0.39,0.413,0.944,0.345,0.727,0.769,PD
2931,AC004448.5,Oligodendrocytes,12,0.322,0.428,0.754,0.451,0.782,0.832,PD
2932,AC004702.2,Oligodendrocytes,16.3,0.644,0.452,1.42,0.155,0.517,0.573,PD
2933,CCDC144NL-AS1,Oligodendrocytes,41.3,-0.0251,0.438,-0.0574,0.954,0.988,0.991,PD
2934,LINC01563,Oligodendrocytes,37.8,-0.503,0.336,-1.5,0.135,0.486,0.539,PD
2935,AC087294.2,Oligodendrocytes,34.3,-0.0359,0.358,-0.1,0.92,0.979,0.985,PD
2936,RP11-173M1.4,Oligodendrocytes,12.4,-0.463,0.456,-1.02,0.31,0.698,0.741,PD
2937,RP11-218F4.1,Oligodendrocytes,43.4,0.0339,0.418,0.081,0.935,0.984,0.988,PD
2938,RP11-192H23.6,Oligodendrocytes,12.2,0.0689,0.505,0.136,0.892,0.964,0.98,PD
2939,RP11-321A17.4,Oligodendrocytes,10.4,0.359,0.637,0.563,0.574,0.858,0.892,PD
2940,RP11-296K13.4,Oligodendrocytes,80,-0.233,0.261,-0.893,0.372,0.745,0.79,PD
2941,RP11-802D6.1,Oligodendrocytes,31.8,-0.315,0.306,-1.03,0.303,0.692,0.737,PD
2942,ABHD15-AS1,Oligodendrocytes,58.5,-0.118,0.388,-0.304,0.761,0.932,0.95,PD
2943,RP11-82O19.1,Oligodendrocytes,38.7,0.109,0.367,0.297,0.767,0.934,0.951,PD
2944,CTD-2349P21.5,Oligodendrocytes,14.6,0.0193,0.519,0.0371,0.97,0.988,0.992,PD
2945,CTD-2349P21.11,Oligodendrocytes,62.3,0.263,0.273,0.966,0.334,0.724,0.761,PD
2946,CTC-542B22.2,Oligodendrocytes,8.71,1.08,0.541,2,0.0458,0.298,0.341,PD
2947,RP11-227G15.11,Oligodendrocytes,15.2,-0.06,0.41,-0.146,0.884,0.964,0.98,PD
2948,RP11-227G15.8,Oligodendrocytes,13.5,-0.197,0.483,-0.409,0.683,0.904,0.929,PD
2949,RP11-227G15.12,Oligodendrocytes,20.8,-0.399,0.546,-0.731,0.464,0.79,0.84,PD
2950,RP11-227G15.9,Oligodendrocytes,10,-0.837,0.458,-1.83,0.0674,0.352,0.401,PD
2951,RP11-466A19.3,Oligodendrocytes,25.7,0.373,0.424,0.88,0.379,0.748,0.792,PD
2952,RP11-220C2.1,Oligodendrocytes,12.7,0.28,0.621,0.452,0.652,0.889,0.919,PD
2953,RP11-799D4.4,Oligodendrocytes,22.4,-0.737,0.294,-2.51,0.0122,0.148,0.175,PD
2954,RP11-1094M14.11,Oligodendrocytes,65.9,0.0551,0.218,0.253,0.8,0.941,0.96,PD
2955,AC015849.19,Oligodendrocytes,18.9,-0.159,0.48,-0.331,0.74,0.921,0.944,PD
2956,RP11-387H17.4,Oligodendrocytes,57.5,0.644,0.248,2.59,0.00953,0.127,0.153,PD
2957,AC004231.2,Oligodendrocytes,7.81,-0.0252,0.531,-0.0474,0.962,0.988,0.991,PD
2958,RP11-400F19.6,Oligodendrocytes,11.1,0.365,0.48,0.76,0.448,0.782,0.83,PD
2959,CTD-3193K9.4,Oligodendrocytes,50.4,-0.296,0.375,-0.789,0.43,0.777,0.824,PD
2960,LINC00910,Oligodendrocytes,9.1,-0.974,0.421,-2.31,0.0208,0.196,0.23,PD
2961,RP11-392O1.4,Oligodendrocytes,53.6,0.155,0.302,0.513,0.608,0.87,0.905,PD
2962,ASB16-AS1,Oligodendrocytes,32.9,0.214,0.256,0.835,0.404,0.762,0.806,PD
2963,RP5-882C2.2,Oligodendrocytes,28.3,-0.234,0.394,-0.594,0.552,0.843,0.88,PD
2964,RUNDC3A-AS1,Oligodendrocytes,13.8,0.609,0.442,1.38,0.169,0.543,0.598,PD
2965,AC002117.1,Oligodendrocytes,69.7,-0.716,0.226,-3.17,0.00151,0.0444,0.0532,PD
2966,MAP3K14,Oligodendrocytes,53.3,0.488,0.369,1.32,0.186,0.566,0.62,PD
